Unnamed: 0,EmployeeNumber,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1544,1545,No,36,Travel_Rarely,132,Research & Development,6,3,Life Sciences,2,Female,55,4,1,Laboratory Technician,4,Married,3038.0,22002,3,Y,No,12,3,2,80,0,5,3,3,1,0,0,0
1545,1546,No,31,Travel_Rarely,746,Research & Development,8,4,Life Sciences,3,Female,61,3,2,Manufacturing Director,4,Single,4424.0,20682,1,Y,No,23,4,4,80,0,11,2,3,11,7,1,8
1546,1547,No,35,Travel_Rarely,776,Sales,1,4,Marketing,3,Male,32,2,2,Sales Executive,1,Single,,23016,0,Y,No,14,3,2,80,0,16,2,3,15,13,2,8
1547,1548,No,45,Travel_Rarely,193,Research & Development,6,4,Other,4,Male,52,3,3,Research Director,1,Married,13245.0,15067,4,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0
1548,1549,No,37,Travel_Rarely,397,Research & Development,7,4,Medical,1,Male,30,3,3,Research Director,3,Single,13664.0,25258,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2
1549,1550,No,46,Travel_Rarely,945,Human Resources,5,2,Medical,2,Male,80,3,2,Human Resources,2,Divorced,5021.0,10425,8,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2
1550,1551,No,30,Travel_Rarely,852,Research & Development,1,1,Life Sciences,4,Male,55,2,2,Laboratory Technician,4,Married,5126.0,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0
1551,1552,No,35,Travel_Rarely,1214,Research & Development,1,3,Medical,2,Male,30,2,1,Research Scientist,3,Single,2859.0,26278,1,Y,No,18,3,1,80,0,6,3,3,6,4,0,4
1552,1553,No,55,Travel_Rarely,111,Sales,1,2,Life Sciences,1,Male,70,3,3,Sales Executive,4,Married,10239.0,18092,3,Y,No,14,3,4,80,1,24,4,3,1,0,1,0
1553,1554,No,38,Non-Travel,573,Research & Development,6,3,Medical,2,Female,79,1,2,,4,Divorced,5329.0,15717,7,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9
1554,1555,No,34,Travel_Rarely,1153,Research & Development,1,2,Medical,1,Male,94,3,2,Manufacturing Director,2,Married,4325.0,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3
1555,1556,No,56,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,4,Male,49,1,3,Manufacturing Director,4,Single,7260.0,21698,4,Y,No,11,3,1,80,0,37,3,2,6,4,0,2
1556,1557,No,23,Travel_Rarely,541,Sales,2,1,Technical Degree,3,Male,62,3,1,Sales Representative,1,Divorced,,9518,3,Y,No,13,3,3,80,1,3,3,3,0,0,0,0
1557,1558,No,51,Travel_Rarely,432,Research & Development,9,4,Life Sciences,4,Male,96,3,1,Laboratory Technician,4,Married,2075.0,18725,3,Y,No,23,4,2,80,2,10,4,3,4,2,0,3
1558,1559,No,30,Travel_Rarely,288,Research & Development,2,3,Life Sciences,3,Male,99,2,2,Healthcare Representative,4,Married,,15830,1,Y,No,19,3,1,80,3,11,3,3,11,10,10,8
1559,1560,Yes,46,Travel_Rarely,669,Sales,9,2,Medical,3,Male,64,2,3,Sales Executive,4,Single,9619.0,13596,1,Y,No,16,3,4,80,0,9,3,3,9,8,4,7
1560,1561,No,40,Travel_Frequently,530,Research & Development,1,4,Life Sciences,3,Male,78,2,4,Healthcare Representative,2,Married,13503.0,14115,1,Y,No,22,4,4,80,1,22,3,2,22,3,11,11
1561,1562,No,51,Travel_Rarely,632,Sales,21,4,Marketing,3,Male,71,3,2,Sales Executive,4,Single,,8423,0,Y,Yes,22,4,4,80,0,11,2,1,10,7,1,0
1562,1563,No,30,Travel_Rarely,1334,Sales,4,2,Medical,3,Female,63,2,2,,2,Divorced,5209.0,19760,1,Y,Yes,12,3,2,80,3,11,4,2,11,8,2,7
1563,1564,No,46,Travel_Frequently,638,Research & Development,1,3,Medical,3,Male,40,2,3,Healthcare Representative,1,Married,10673.0,3142,2,Y,Yes,13,3,3,80,1,21,5,2,10,9,9,5
1564,1565,No,32,Travel_Rarely,1093,Sales,6,4,Medical,2,Male,87,3,2,Sales Executive,3,Single,5010.0,24301,1,Y,No,16,3,1,80,0,12,0,3,11,8,5,7
1565,1566,No,54,Travel_Rarely,1217,Research & Development,2,4,Technical Degree,1,Female,60,3,3,Research Director,3,Married,13549.0,24001,9,Y,No,12,3,1,80,1,16,5,1,4,3,0,3
1566,1567,No,24,Travel_Rarely,1353,Sales,3,2,Other,1,Female,33,3,2,Sales Executive,3,Married,4999.0,17519,0,Y,No,21,4,1,80,1,4,2,2,3,2,0,2
1567,1568,No,28,Non-Travel,120,Sales,4,3,Medical,2,Male,43,3,2,Sales Executive,3,Married,4221.0,8863,1,Y,No,15,3,2,80,0,5,3,4,5,4,0,4
1568,1569,No,58,Travel_Rarely,682,Sales,10,4,Medical,4,Male,37,3,4,,3,Single,,24409,0,Y,No,13,3,3,80,0,38,1,2,37,10,1,8
1569,1570,No,44,Non-Travel,489,Research & Development,23,3,Medical,2,Male,67,3,2,Laboratory Technician,2,Married,2042.0,25043,4,Y,No,12,3,3,80,1,17,3,4,3,2,1,2
1570,1571,Yes,37,Travel_Rarely,807,Human Resources,6,4,Human Resources,3,Male,63,3,1,Human Resources,1,Divorced,2073.0,23648,4,Y,Yes,22,4,4,80,0,7,3,3,3,2,0,2
1571,1572,No,32,Travel_Rarely,827,Research & Development,1,1,Life Sciences,4,Male,71,3,1,Research Scientist,1,Single,2956.0,15178,1,Y,No,13,3,4,80,0,1,2,3,1,0,0,0
1572,1573,Yes,20,Travel_Frequently,871,Research & Development,6,3,Life Sciences,4,Female,66,2,1,Laboratory Technician,4,Single,2926.0,19783,1,Y,Yes,18,3,2,80,0,1,5,3,1,0,1,0
1573,1574,No,34,Travel_Rarely,665,Research & Development,6,4,Other,1,Female,41,3,2,Research Scientist,3,Single,4809.0,12482,1,Y,No,14,3,3,80,0,16,3,3,16,13,2,10
1574,1575,No,37,Non-Travel,1040,Research & Development,2,2,Life Sciences,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163.0,15850,5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0
1575,1576,No,59,Non-Travel,1420,Human Resources,2,4,Human Resources,3,Female,32,2,5,Manager,4,Married,18844.0,21922,9,Y,No,21,4,4,80,1,30,3,3,3,2,2,2
1576,1577,No,50,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,Female,73,3,5,Research Director,2,Married,18172.0,9755,3,Y,Yes,19,3,1,80,0,28,1,2,8,3,0,7
1577,1578,Yes,25,Travel_Rarely,240,Sales,5,3,Marketing,3,Male,46,2,2,,3,Single,5744.0,26959,1,Y,Yes,11,3,4,80,0,6,1,3,6,4,0,3
1578,1579,No,25,Travel_Rarely,1280,Research & Development,7,1,Medical,4,Male,64,2,1,Research Scientist,4,Married,2889.0,26897,1,Y,No,11,3,3,80,2,2,2,3,2,2,2,1
1579,1580,No,22,Travel_Rarely,534,Research & Development,15,3,Medical,2,Female,59,3,1,,4,Single,2871.0,23785,1,Y,No,15,3,3,80,0,1,5,3,0,0,0,0
1580,1581,No,51,Travel_Frequently,1456,Research & Development,1,4,Medical,1,Female,30,2,3,Healthcare Representative,1,Single,7484.0,25796,3,Y,No,20,4,3,80,0,23,1,2,13,12,12,8
1581,1582,Yes,34,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,Male,66,1,2,Laboratory Technician,3,Single,6074.0,22887,1,Y,Yes,24,4,4,80,0,9,3,3,9,7,0,6
1582,1583,No,54,Non-Travel,142,Human Resources,26,3,Human Resources,4,Female,30,4,4,Manager,4,Single,17328.0,13871,2,Y,Yes,12,3,3,80,0,23,3,3,5,3,4,4
1583,1584,No,24,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,2,Male,52,3,1,Laboratory Technician,3,Married,2774.0,13257,0,Y,No,12,3,3,80,1,6,2,3,5,3,1,2
1584,1585,No,34,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,3,Female,45,2,2,,2,Divorced,4505.0,15000,6,Y,No,15,3,3,80,1,12,3,3,1,0,0,0
1585,1586,No,37,Travel_Rarely,1189,Sales,3,3,Life Sciences,3,Male,87,3,3,Sales Executive,4,Single,7428.0,14506,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3
1586,1587,No,34,Travel_Rarely,1354,Research & Development,5,3,Medical,3,Female,45,2,3,Manager,1,Single,,5615,2,Y,No,12,3,4,80,0,14,6,3,11,10,5,8
1587,1588,No,36,Travel_Frequently,1467,Sales,11,2,Technical Degree,2,Female,92,3,3,Sales Executive,4,Married,,22952,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8
1588,1589,No,36,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835.0,2561,5,Y,No,22,4,1,80,1,7,2,3,1,0,0,0
1589,1590,No,43,Travel_Frequently,394,Sales,26,2,Life Sciences,3,Male,92,3,4,Manager,4,Married,,19494,1,Y,Yes,12,3,4,80,2,25,3,4,25,12,4,12
1590,1591,No,30,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,Male,96,1,1,,3,Divorced,,22310,1,Y,No,25,4,3,80,3,10,2,2,10,7,0,9
1591,1592,No,33,Non-Travel,750,Sales,22,2,Marketing,3,Male,95,3,2,Sales Executive,2,Married,6146.0,15480,0,Y,No,13,3,1,80,1,8,2,4,7,7,0,7
1592,1593,Yes,56,Travel_Rarely,441,Research & Development,14,4,Life Sciences,2,Female,72,3,1,,2,Married,,4510,9,Y,Yes,18,3,1,80,3,7,2,3,5,4,4,3
1593,1594,No,51,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,Male,51,3,5,Research Director,3,Single,19537.0,6462,7,Y,No,13,3,3,80,0,23,5,3,20,18,15,15
1594,1595,Yes,31,Travel_Rarely,249,Sales,6,4,Life Sciences,2,Male,76,1,2,Sales Executive,3,Married,6172.0,20739,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7
1595,1596,No,26,Travel_Rarely,841,Research & Development,6,3,Other,3,Female,46,2,1,Research Scientist,2,Married,2368.0,23300,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3
1596,1597,Yes,58,Travel_Rarely,147,Research & Development,23,4,Medical,4,Female,94,3,3,Healthcare Representative,4,Married,10312.0,3465,1,Y,No,12,3,4,80,1,40,3,2,40,10,15,6
1597,1598,Yes,19,Travel_Rarely,528,Sales,22,1,Marketing,4,Male,50,3,1,Sales Representative,3,Single,1675.0,26820,1,Y,Yes,19,3,4,80,0,0,2,2,0,0,0,0
1598,1599,No,22,Travel_Rarely,594,Research & Development,2,1,Technical Degree,3,Male,100,3,1,Laboratory Technician,4,Married,2523.0,19299,0,Y,No,14,3,3,80,1,3,2,3,2,1,2,1
1599,1600,No,49,Travel_Rarely,470,Research & Development,20,4,Medical,3,Female,96,3,2,Manufacturing Director,1,Married,6567.0,5549,1,Y,No,14,3,3,80,0,16,2,2,15,11,5,11
1600,1601,No,43,Travel_Frequently,957,Research & Development,28,3,Medical,2,Female,72,4,1,Research Scientist,3,Single,4739.0,16090,4,Y,No,12,3,4,80,0,18,2,3,3,2,1,2
1601,1602,No,50,Travel_Frequently,809,Sales,12,3,Marketing,3,Female,77,3,3,Sales Executive,4,Single,9208.0,6645,4,Y,No,11,3,4,80,0,16,3,3,2,2,2,1
1602,1603,Yes,31,Travel_Rarely,542,Sales,20,3,Life Sciences,2,Female,71,1,2,Sales Executive,3,Married,4559.0,24788,3,Y,Yes,11,3,3,80,1,4,2,3,2,2,2,2
1603,1604,No,41,Travel_Rarely,802,Sales,9,1,Life Sciences,3,Male,96,3,3,Sales Executive,3,Divorced,8189.0,21196,3,Y,Yes,13,3,3,80,1,12,2,3,9,7,0,7
1604,1605,No,26,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,3,Female,61,3,1,Human Resources,3,Married,2942.0,8916,1,Y,No,23,4,4,80,1,8,3,3,8,7,5,7
1605,1606,No,36,Travel_Rarely,216,Research & Development,6,2,Medical,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941.0,2819,6,Y,No,20,4,4,80,2,7,0,3,3,2,0,1
1606,1607,Yes,51,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,Male,53,1,3,Manufacturing Director,4,Single,10650.0,25150,2,Y,No,15,3,4,80,0,18,2,3,4,2,0,3
1607,1608,No,39,Travel_Rarely,1329,Sales,4,4,Life Sciences,4,Female,47,2,2,Sales Executive,3,Married,5902.0,14590,4,Y,No,14,3,3,80,1,17,1,4,15,11,5,9
1608,1609,No,25,Travel_Rarely,959,Sales,28,3,Life Sciences,1,Male,41,2,2,Sales Executive,3,Married,8639.0,24835,2,Y,No,18,3,4,80,0,6,3,3,2,2,2,2
1609,1610,No,30,Travel_Rarely,1240,Human Resources,9,3,Human Resources,3,Male,48,3,2,Human Resources,4,Married,,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,7
1610,1611,Yes,32,Travel_Rarely,1033,Research & Development,9,3,Medical,1,Female,41,3,1,Laboratory Technician,1,Single,4200.0,10224,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,4
1611,1612,No,45,Travel_Rarely,1316,Research & Development,29,3,Medical,3,Male,83,3,1,,4,Single,3452.0,9752,5,Y,No,13,3,2,80,0,9,2,2,6,5,0,3
1612,1613,No,38,Travel_Rarely,364,Research & Development,3,5,Technical Degree,4,Female,32,3,2,Research Scientist,3,Single,4317.0,2302,3,Y,Yes,20,4,2,80,0,19,2,3,3,2,2,2
1613,1614,No,30,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,Female,75,3,1,Research Scientist,3,Single,2632.0,23910,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,4
1614,1615,No,32,Travel_Frequently,689,Sales,9,2,Medical,4,Male,35,1,2,Sales Executive,4,Divorced,4668.0,22812,0,Y,No,17,3,4,80,3,9,2,4,8,7,0,7
1615,1616,No,30,Travel_Rarely,201,Research & Development,5,3,Technical Degree,4,Female,84,3,1,Research Scientist,1,Divorced,3204.0,10415,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,2
1616,1617,No,30,Travel_Rarely,1427,Research & Development,2,1,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,2720.0,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2
1617,1618,No,41,Travel_Frequently,857,Research & Development,10,3,Life Sciences,4,Male,91,2,4,Manager,1,Divorced,17181.0,12888,4,Y,No,13,3,2,80,1,21,2,2,7,6,7,7
1618,1619,No,41,Travel_Rarely,933,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Married,2238.0,6961,2,Y,No,21,4,4,80,1,7,2,3,5,0,1,4
1619,1620,No,19,Travel_Rarely,1181,Research & Development,3,1,Medical,2,Female,79,3,1,Laboratory Technician,2,Single,1483.0,16102,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0
1620,1621,No,40,Travel_Frequently,1395,Research & Development,26,3,Medical,2,Female,54,3,2,Research Scientist,2,Divorced,5605.0,8504,1,Y,No,11,3,1,80,1,20,2,3,20,7,2,13
1621,1622,No,35,Travel_Rarely,662,Sales,1,5,Marketing,3,Male,94,3,3,Sales Executive,2,Married,7295.0,11439,1,Y,No,13,3,1,80,2,10,3,3,10,8,0,6
1622,1623,No,53,Travel_Rarely,1436,Sales,6,2,Marketing,2,Male,34,3,2,Sales Representative,3,Married,2306.0,16047,2,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5
1623,1624,No,45,Travel_Rarely,194,Research & Development,9,3,Life Sciences,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348.0,10901,8,Y,No,18,3,3,80,1,20,2,1,17,9,0,15
1624,1625,No,32,Travel_Frequently,967,Sales,8,3,Marketing,2,Female,43,3,3,Sales Executive,4,Single,,15589,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7
1625,1626,No,29,Non-Travel,1496,Research & Development,1,1,Technical Degree,4,Male,41,3,2,Manufacturing Director,3,Married,4319.0,26283,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9
1626,1627,No,51,Travel_Rarely,1169,Research & Development,7,4,Medical,2,Male,34,2,2,Manufacturing Director,3,Married,6132.0,13983,2,Y,No,17,3,3,80,0,10,2,3,1,0,0,0
1627,1628,No,58,Travel_Rarely,1145,Research & Development,9,3,Medical,2,Female,75,2,1,Research Scientist,2,Married,,11873,4,Y,Yes,20,4,2,80,1,9,3,2,1,0,0,0
1628,1629,No,40,Travel_Rarely,630,Sales,4,4,Marketing,3,Male,67,2,3,Sales Executive,4,Married,10855.0,8552,7,Y,No,11,3,1,80,1,15,2,2,12,11,2,11
1629,1630,No,34,Travel_Frequently,303,Sales,2,4,Marketing,3,Female,75,3,1,,3,Married,2231.0,11314,6,Y,No,18,3,4,80,1,6,3,3,4,3,1,2
1630,1631,No,22,Travel_Rarely,1256,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,2323.0,11992,1,Y,No,24,4,1,80,2,2,6,3,2,2,2,2
1631,1632,No,27,Non-Travel,691,Research & Development,9,3,Medical,4,Male,57,3,1,Research Scientist,2,Divorced,2024.0,5970,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2
1632,1633,No,28,Travel_Rarely,440,Research & Development,21,3,Medical,3,Male,42,3,1,Research Scientist,4,Married,2713.0,6672,1,Y,No,11,3,3,80,1,5,2,1,5,2,0,2
1633,1634,No,57,Travel_Rarely,334,Research & Development,24,2,Life Sciences,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439.0,23402,3,Y,Yes,16,3,2,80,1,12,2,1,5,3,1,4
1634,1635,No,27,Non-Travel,1450,Research & Development,3,3,Medical,3,Male,79,2,1,Research Scientist,3,Divorced,2566.0,25326,1,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1
1635,1636,No,50,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,3,Female,53,3,5,Manager,2,Single,19926.0,17053,3,Y,No,15,3,2,80,0,21,5,3,5,4,4,4
1636,1637,No,41,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Divorced,2451.0,4609,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8
1637,1638,No,30,Travel_Rarely,1339,Sales,5,3,Life Sciences,2,Female,41,3,3,Sales Executive,4,Married,9419.0,8053,2,Y,No,12,3,3,80,1,12,2,3,10,9,7,4
1638,1639,No,38,Travel_Rarely,702,Sales,1,4,Life Sciences,1,Female,59,2,2,Sales Executive,4,Single,8686.0,12930,4,Y,No,22,4,3,80,0,12,2,4,8,3,0,7
1639,1640,No,32,Travel_Rarely,120,Research & Development,6,5,Life Sciences,3,Male,43,3,1,Research Scientist,3,Single,3038.0,12430,3,Y,No,20,4,1,80,0,8,2,3,5,4,1,4
1640,1641,No,27,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,3,Male,51,3,1,Research Scientist,2,Married,,13364,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1
1641,1642,Yes,19,Travel_Frequently,602,Sales,1,1,Technical Degree,3,Female,100,1,1,Sales Representative,1,Single,2325.0,20989,0,Y,No,21,4,1,80,0,1,5,4,0,0,0,0
1642,1643,No,36,Travel_Frequently,1480,Research & Development,3,2,Medical,4,Male,30,3,1,Laboratory Technician,2,Single,2088.0,15062,4,Y,No,12,3,3,80,0,13,3,2,8,7,7,2
1643,1644,No,30,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072.0,11012,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10
1644,1645,No,45,Travel_Rarely,1268,Sales,4,2,Life Sciences,3,Female,30,3,2,Sales Executive,1,Divorced,,6319,4,Y,Yes,11,3,1,80,1,9,3,4,5,4,0,3
1645,1646,No,56,Travel_Rarely,713,Research & Development,8,3,Life Sciences,3,Female,67,3,1,Research Scientist,1,Divorced,4257.0,13939,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2
1646,1647,No,33,Travel_Rarely,134,Research & Development,2,3,Life Sciences,3,Male,90,3,1,Research Scientist,4,Single,2500.0,10515,0,Y,No,14,3,1,80,0,4,2,4,3,1,0,2
1647,1648,Yes,19,Travel_Rarely,303,Research & Development,2,3,Life Sciences,2,Male,47,2,1,Laboratory Technician,4,Single,1102.0,9241,1,Y,No,22,4,3,80,0,1,3,2,1,0,1,0
1648,1649,No,46,Travel_Rarely,526,Sales,1,2,Marketing,2,Female,92,3,3,Sales Executive,1,Divorced,10453.0,2137,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7
1649,1650,No,38,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,3,Female,75,3,1,Laboratory Technician,4,Single,2288.0,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1
1650,1651,No,31,Travel_Rarely,140,Research & Development,12,1,Medical,3,Female,95,3,1,Research Scientist,4,Married,3929.0,6984,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2
1651,1652,No,34,Travel_Rarely,629,Research & Development,27,2,Medical,4,Female,95,3,1,Research Scientist,2,Single,2311.0,5711,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2
1652,1653,Yes,41,Travel_Rarely,1356,Sales,20,2,Marketing,2,Female,70,3,1,,2,Single,3140.0,21728,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2
1653,1654,No,50,Travel_Rarely,328,Research & Development,1,3,Medical,3,Male,86,2,1,,3,Married,3690.0,3425,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2
1654,1655,No,53,Travel_Rarely,1084,Research & Development,13,2,Medical,4,Female,57,4,2,,1,Divorced,,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3
1655,1656,No,33,Travel_Rarely,931,Research & Development,14,3,Medical,4,Female,72,3,1,,2,Married,2756.0,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6
1656,1657,No,40,Travel_Rarely,989,Research & Development,4,1,Medical,4,Female,46,3,5,Manager,3,Married,19033.0,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9
1657,1658,No,55,Travel_Rarely,692,Research & Development,14,4,Medical,3,Male,61,4,5,Research Director,2,Single,18722.0,13339,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15
1658,1659,No,34,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,4,Male,45,2,2,Manufacturing Director,3,Married,9547.0,14074,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9
1659,1660,No,51,Travel_Rarely,313,Research & Development,3,3,Medical,4,Female,98,3,4,Healthcare Representative,2,Single,13734.0,7192,3,Y,No,18,3,3,80,0,21,6,3,7,7,1,0
1660,1661,No,52,Travel_Rarely,699,Research & Development,1,4,Life Sciences,3,Male,65,2,5,,3,Married,19999.0,5678,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9
1661,1662,No,27,Travel_Rarely,894,Research & Development,9,3,Medical,4,Female,99,3,1,,2,Single,,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3
1662,1663,Yes,35,Travel_Rarely,556,Research & Development,23,2,Life Sciences,2,Male,50,2,2,Manufacturing Director,3,Married,5916.0,15497,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1
1663,1664,No,43,Non-Travel,1344,Research & Development,7,3,Medical,4,Male,37,4,1,Research Scientist,4,Divorced,2089.0,5228,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2
1664,1665,No,45,Non-Travel,1195,Research & Development,2,2,Medical,1,Male,65,2,4,Manager,4,Married,16792.0,20462,9,Y,No,23,4,4,80,1,22,1,3,20,8,11,8
1665,1666,No,37,Travel_Rarely,290,Research & Development,21,3,Life Sciences,2,Male,65,4,1,Research Scientist,1,Married,3564.0,22977,1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7
1666,1667,No,35,Travel_Frequently,138,Research & Development,2,3,Medical,2,Female,37,3,2,Laboratory Technician,2,Single,4425.0,15986,5,Y,No,11,3,4,80,0,10,5,3,6,2,1,2
1667,1668,No,42,Non-Travel,926,Research & Development,21,2,Medical,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265.0,16439,2,Y,No,16,3,2,80,1,11,5,3,5,3,0,2
1668,1669,No,38,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,4,Male,88,3,2,Manufacturing Director,3,Married,6553.0,7259,9,Y,No,14,3,2,80,0,14,3,3,1,0,0,0
1669,1670,No,38,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,4,Male,54,3,2,Manufacturing Director,4,Married,6261.0,4185,3,Y,No,18,3,1,80,1,9,3,1,7,7,1,7
1670,1671,No,27,Travel_Frequently,472,Research & Development,1,1,Technical Degree,3,Male,60,2,2,Manufacturing Director,1,Married,4298.0,9679,5,Y,No,19,3,3,80,1,6,1,3,2,2,2,0
1671,1672,No,49,Non-Travel,1002,Research & Development,18,4,Life Sciences,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804.0,23793,1,Y,Yes,15,3,1,80,2,7,0,3,7,7,1,7
1672,1673,No,34,Travel_Frequently,878,Research & Development,10,4,Medical,4,Male,43,3,1,Research Scientist,3,Divorced,,5972,1,Y,Yes,17,3,4,80,1,5,4,4,5,3,2,0
1673,1674,No,40,Travel_Rarely,905,Research & Development,19,2,Medical,3,Male,99,3,2,,4,Married,2741.0,16523,8,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7
1674,1675,Yes,38,Travel_Rarely,1180,Research & Development,29,1,Medical,2,Male,70,3,2,Healthcare Representative,1,Married,6673.0,11354,7,Y,Yes,19,3,2,80,0,17,2,3,1,0,0,0
1675,1676,Yes,29,Travel_Rarely,121,Sales,27,3,Marketing,2,Female,35,3,3,,4,Married,7639.0,24525,1,Y,No,22,4,4,80,3,10,3,2,10,4,1,9
1676,1677,No,22,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,4,Male,60,4,1,Research Scientist,2,Divorced,2328.0,12392,1,Y,Yes,16,3,1,80,1,4,2,2,4,2,2,2
1677,1678,No,36,Travel_Frequently,635,Research & Development,18,1,Medical,2,Female,73,3,1,Laboratory Technician,4,Single,2153.0,7703,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,7
1678,1679,No,40,Non-Travel,1151,Research & Development,9,5,Life Sciences,4,Male,63,2,2,Healthcare Representative,4,Married,4876.0,14242,9,Y,No,14,3,4,80,1,5,5,1,3,2,0,2
1679,1680,No,46,Travel_Rarely,644,Research & Development,1,4,Medical,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396.0,12368,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,3
1680,1681,Yes,32,Travel_Rarely,1045,Sales,4,4,Medical,4,Male,32,1,3,,4,Married,10400.0,25812,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8
1681,1682,No,30,Non-Travel,829,Research & Development,1,1,Life Sciences,3,Male,88,2,3,Manufacturing Director,3,Single,8474.0,20925,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8
1682,1683,No,27,Travel_Frequently,1242,Sales,20,3,Life Sciences,4,Female,90,3,2,Sales Executive,3,Single,9981.0,12916,1,Y,No,14,3,4,80,0,7,2,3,7,7,0,7
